Name,Birthday,Height,Weight,Season,Team Name,Team Short Name,Preferred Foot,Appearances in Starting XI,Goals,Nationality,Transfer Value,Wage,PlayerPhoto,ClubLogo
Clint Hill, 19 October 1978,182 cm,161 lbs,2012/2013,Queens Park Rangers,QPR,Left,31,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Clint Hill, 19 October 1978,182 cm,161 lbs,2014/2015,Queens Park Rangers,QPR,Left,15,1,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Craig Bellamy, 13 July 1979,175 cm,152 lbs,2013/2014,Cardiff City,CAR,Right,13,2,,,,,https://cdn.sofifa.org/1x/18/teams/1961.png
Craig Bellamy, 13 July 1979,175 cm,152 lbs,2011/2012,Liverpool,LIV,Right,12,6,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Damien Duff, 2 March 1979,177 cm,165 lbs,2011/2012,Fulham,FUL,Left,23,2,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Damien Duff, 2 March 1979,177 cm,165 lbs,2012/2013,Fulham,FUL,Left,27,2,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Damien Duff, 2 March 1979,177 cm,165 lbs,2013/2014,Fulham,FUL,Left,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Daniel Agger, 12 December 1984,190 cm,185 lbs,2011/2012,Liverpool,LIV,Left,24,1,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Daniel Agger, 12 December 1984,190 cm,185 lbs,2012/2013,Liverpool,LIV,Left,35,3,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Daniel Agger, 12 December 1984,190 cm,185 lbs,2013/2014,Liverpool,LIV,Left,16,2,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Daniel Ayala, 7 November 1990,190 cm,185 lbs,2011/2012,Norwich City,NOR,Right,6,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Daniel Carrico, 4 August 1988,180 cm,176 lbs,2012/2013,Reading,REA,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1793.png
Daniel Gabbidon, 8 August 1979,177 cm,157 lbs,2013/2014,Crystal Palace,CRY,Right,22,1,,,,,https://cdn.sofifa.org/1x/18/teams/1799.png
Daniel Gabbidon, 8 August 1979,177 cm,157 lbs,2011/2012,Queens Park Rangers,QPR,Right,15,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Danny Guthrie, 18 April 1987,175 cm,174 lbs,2012/2013,Reading,REA,Right,19,1,,,,,https://cdn.sofifa.org/1x/18/teams/1793.png
Danny Guthrie, 18 April 1987,175 cm,174 lbs,2011/2012,Newcastle United,NEW,Right,13,1,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Danny Higginbotham, 29 December 1978,185 cm,172 lbs,2011/2012,Stoke City,STK,Left,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1806.png
David De Gea, 7 November 1990,193 cm,181 lbs,2011/2012,Manchester United,MUN,Right,29,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
David De Gea, 7 November 1990,193 cm,181 lbs,2012/2013,Manchester United,MUN,Right,28,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
David De Gea, 7 November 1990,193 cm,181 lbs,2013/2014,Manchester United,MUN,Right,37,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
David De Gea, 7 November 1990,193 cm,181 lbs,2014/2015,Manchester United,MUN,Right,37,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
David De Gea, 7 November 1990,193 cm,181 lbs,2015/2016,Manchester United,MUN,Right,34,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
David Dunn, 27 December 1979,177 cm,194 lbs,2011/2012,Blackburn Rovers,BLB,Right,21,2,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
David Goodwillie, 28 March 1989,175 cm,159 lbs,2011/2012,Blackburn Rovers,BLB,Right,4,2,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
David Luiz, 22 April 1987,187 cm,185 lbs,2011/2012,Chelsea,CHE,Right,18,2,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
David Luiz, 22 April 1987,187 cm,185 lbs,2012/2013,Chelsea,CHE,Right,29,2,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
David Luiz, 22 April 1987,187 cm,185 lbs,2013/2014,Chelsea,CHE,Right,15,0,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
David Ngog, 1 April 1989,190 cm,174 lbs,2011/2012,Bolton Wanderers,BOL,Right,24,3,,,,,https://cdn.sofifa.org/1x/18/teams/4.png
David Pizarro, 11 September 1979,170 cm,143 lbs,2011/2012,Manchester City,MCI,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Dean Hammond, 7 March 1983,182 cm,163 lbs,2014/2015,Leicester City,LEI,Right,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/95.png
Demba Ba, 25 May 1985,187 cm,187 lbs,2012/2013,Chelsea,CHE,Right,11,15,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Demba Ba, 25 May 1985,187 cm,187 lbs,2013/2014,Chelsea,CHE,Right,5,5,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Demba Ba, 25 May 1985,187 cm,187 lbs,2011/2012,Newcastle United,NEW,Right,32,16,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Demba Ba, 25 May 1985,187 cm,187 lbs,2012/2013,Newcastle United,NEW,Right,19,15,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Derek Boateng, 2 May 1983,185 cm,172 lbs,2013/2014,Fulham,FUL,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Dickson Etuhu, 8 June 1982,193 cm,203 lbs,2011/2012,Fulham,FUL,Right,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Didier Drogba, 11 March 1978,187 cm,176 lbs,2011/2012,Chelsea,CHE,Right,16,5,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Didier Drogba, 11 March 1978,187 cm,176 lbs,2014/2015,Chelsea,CHE,Right,8,4,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Diego Costa, 7 October 1988,187 cm,187 lbs,2014/2015,Chelsea,CHE,Right,24,20,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Diego Costa, 7 October 1988,187 cm,187 lbs,2015/2016,Chelsea,CHE,Right,27,12,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Diego Lugano, 2 November 1980,187 cm,185 lbs,2013/2014,West Bromwich Albion,WBA,Right,7,1,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Dieumerci Mbokani, 22 November 1985,185 cm,161 lbs,2015/2016,Norwich City,NOR,Right,15,7,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Dimitar Berbatov, 30 January 1981,187 cm,165 lbs,2012/2013,Fulham,FUL,Right,32,15,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Dimitar Berbatov, 30 January 1981,187 cm,165 lbs,2013/2014,Fulham,FUL,Right,18,4,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Dimitar Berbatov, 30 January 1981,187 cm,165 lbs,2011/2012,Manchester United,MUN,Right,5,7,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Diniyar Bilyaletdinov, 27 February 1985,185 cm,170 lbs,2011/2012,Everton,EVE,Left,7,0,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Dirk Kuyt, 22 July 1980,182 cm,185 lbs,2011/2012,Liverpool,LIV,Right,22,2,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Djibril Cisse, 12 August 1981,182 cm,187 lbs,2011/2012,Queens Park Rangers,QPR,Right,7,6,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Djibril Cisse, 12 August 1981,182 cm,187 lbs,2012/2013,Queens Park Rangers,QPR,Right,12,3,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Dong-Won Ji, 28 May 1991,187 cm,170 lbs,2011/2012,Sunderland,SUN,Right,2,2,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Dong-Won Ji, 28 May 1991,187 cm,170 lbs,2013/2014,Sunderland,SUN,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Doni, 22 October 1979,193 cm,201 lbs,2011/2012,Liverpool,LIV,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Dorus De Vries, 29 December 1980,190 cm,212 lbs,2011/2012,Wolverhampton,WOL,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Dudley Campbell, 12 November 1981,177 cm,159 lbs,2011/2012,Queens Park Rangers,QPR,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Dusan Tadic, 20 November 1988,180 cm,168 lbs,2014/2015,Southampton,SOU,Left,24,4,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Dusan Tadic, 20 November 1988,180 cm,168 lbs,2015/2016,Southampton,SOU,Left,27,8,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Eder, 22 December 1987,187 cm,179 lbs,2015/2016,Swansea City,SWA,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Edin Dzeko, 17 March 1986,193 cm,185 lbs,2011/2012,Manchester City,MCI,Right,16,14,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Edin Dzeko, 17 March 1986,193 cm,185 lbs,2012/2013,Manchester City,MCI,Right,16,14,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Edin Dzeko, 17 March 1986,193 cm,185 lbs,2013/2014,Manchester City,MCI,Right,23,16,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Edin Dzeko, 17 March 1986,193 cm,185 lbs,2014/2015,Manchester City,MCI,Right,11,4,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Eggert Jonsson, 18 August 1988,187 cm,159 lbs,2011/2012,Wolverhampton,WOL,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Eldin Jakupovic, 2 October 1984,190 cm,183 lbs,2013/2014,Hull City,HUL,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
Eldin Jakupovic, 2 October 1984,190 cm,183 lbs,2014/2015,Hull City,HUL,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
Eliaquim Mangala, 13 February 1991,187 cm,185 lbs,2014/2015,Manchester City,MCI,Left,24,0,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Eliaquim Mangala, 13 February 1991,187 cm,185 lbs,2015/2016,Manchester City,MCI,Left,23,0,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Eljero Elia, 13 February 1987,175 cm,170 lbs,2014/2015,Southampton,SOU,Right,9,2,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Elliott L. Ward, 19 January 1985,185 cm,183 lbs,2011/2012,Norwich City,NOR,Right,12,0,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Elsad Zverotic, 31 October 1986,177 cm,172 lbs,2013/2014,Fulham,FUL,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Emanuele Giaccherini, 5 May 1985,167 cm,132 lbs,2013/2014,Sunderland,SUN,Right,16,4,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Emanuele Giaccherini, 5 May 1985,167 cm,132 lbs,2014/2015,Sunderland,SUN,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/106.png
Emile Heskey, 11 January 1978,185 cm,205 lbs,2011/2012,Aston Villa,AVL,Right,18,1,,,,,https://cdn.sofifa.org/1x/18/teams/2.png
Emmanuel Adebayor, 26 February 1984,190 cm,181 lbs,2011/2012,Tottenham Hotspur,TOT,Right,32,17,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Emmanuel Adebayor, 26 February 1984,190 cm,181 lbs,2012/2013,Tottenham Hotspur,TOT,Right,18,5,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Emmanuel Adebayor, 26 February 1984,190 cm,181 lbs,2013/2014,Tottenham Hotspur,TOT,Right,20,11,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Emmanuel Adebayor, 26 February 1984,190 cm,181 lbs,2014/2015,Tottenham Hotspur,TOT,Right,9,2,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Emmanuel Adebayor, 26 February 1984,190 cm,181 lbs,2015/2016,Crystal Palace,CRY,Right,7,1,,,,,https://cdn.sofifa.org/1x/18/teams/1799.png
Emmanuel Frimpong, 10 January 1992,180 cm,148 lbs,2011/2012,Wolverhampton,WOL,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
Emmanuel Frimpong, 10 January 1992,180 cm,148 lbs,2011/2012,Arsenal,ARS,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Emmanuel Frimpong, 10 January 1992,180 cm,148 lbs,2012/2013,Fulham,FUL,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Emmanuel Mayuka, 21 November 1990,177 cm,159 lbs,2012/2013,Southampton,SOU,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Emmanuel Riviere, 3 March 1990,182 cm,168 lbs,2014/2015,Newcastle United,NEW,Right,15,1,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Emmanuel Riviere, 3 March 1990,182 cm,168 lbs,2015/2016,Newcastle United,NEW,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Emmerson Boyce, 24 September 1979,182 cm,157 lbs,2011/2012,Wigan Athletic,WIG,Right,26,3,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Emmerson Boyce, 24 September 1979,182 cm,157 lbs,2012/2013,Wigan Athletic,WIG,Right,36,4,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Esteban Cambiasso, 18 August 1980,177 cm,172 lbs,2014/2015,Leicester City,LEI,Left,27,5,,,,,https://cdn.sofifa.org/1x/18/teams/95.png
Esteban Granero, 2 July 1987,180 cm,165 lbs,2012/2013,Queens Park Rangers,QPR,Right,19,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Eyong Enoh, 23 March 1986,177 cm,165 lbs,2012/2013,Fulham,FUL,Right,8,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Fabio, 9 July 1990,172 cm,143 lbs,2013/2014,Cardiff City,CAR,Right,13,0,,,,,https://cdn.sofifa.org/1x/18/teams/1961.png
Fabio, 9 July 1990,172 cm,143 lbs,2012/2013,Queens Park Rangers,QPR,Right,13,0,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Fabio, 9 July 1990,172 cm,143 lbs,2011/2012,Manchester United,MUN,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Fabio, 9 July 1990,172 cm,143 lbs,2013/2014,Manchester United,MUN,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Fabio Aurelio, 24 September 1979,172 cm,163 lbs,2011/2012,Liverpool,LIV,Left,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Fabrice Muamba, 6 April 1988,187 cm,172 lbs,2011/2012,Bolton Wanderers,BOL,Right,18,1,,,,,https://cdn.sofifa.org/1x/18/teams/4.png
Federico Fernandez, 22 February 1989,190 cm,183 lbs,2014/2015,Swansea City,SWA,Right,27,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Federico Fernandez, 22 February 1989,190 cm,183 lbs,2015/2016,Swansea City,SWA,Right,32,1,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Fernandinho, 4 May 1985,175 cm,148 lbs,2013/2014,Manchester City,MCI,Right,29,5,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Fernandinho, 4 May 1985,175 cm,148 lbs,2014/2015,Manchester City,MCI,Right,25,3,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Fernandinho, 4 May 1985,175 cm,148 lbs,2015/2016,Manchester City,MCI,Right,31,2,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Fernando, 25 July 1987,185 cm,168 lbs,2014/2015,Manchester City,MCI,Right,22,2,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Fernando, 25 July 1987,185 cm,168 lbs,2015/2016,Manchester City,MCI,Right,17,2,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Filip Djuricic, 30 January 1992,182 cm,161 lbs,2014/2015,Southampton,SOU,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Filipe Luis, 9 August 1985,182 cm,170 lbs,2014/2015,Chelsea,CHE,Left,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Florent Malouda, 13 June 1980,180 cm,161 lbs,2011/2012,Chelsea,CHE,Left,11,2,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Florin Gardos, 29 October 1988,193 cm,194 lbs,2014/2015,Southampton,SOU,Right,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Franco Di Santo, 7 April 1989,193 cm,194 lbs,2011/2012,Wigan Athletic,WIG,Right,24,7,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Franco Di Santo, 7 April 1989,193 cm,194 lbs,2012/2013,Wigan Athletic,WIG,Right,24,5,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Frank Lampard, 20 June 1978,182 cm,196 lbs,2011/2012,Chelsea,CHE,Right,26,11,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Frank Lampard, 20 June 1978,182 cm,196 lbs,2012/2013,Chelsea,CHE,Right,21,15,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Frank Lampard, 20 June 1978,182 cm,196 lbs,2013/2014,Chelsea,CHE,Right,20,6,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Frank Lampard, 20 June 1978,182 cm,196 lbs,2014/2015,Manchester City,MCI,Right,10,6,,,,,https://cdn.sofifa.org/1x/18/teams/10.png
Frazer Richardson, 29 October 1982,180 cm,183 lbs,2012/2013,Southampton,SOU,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Gabriel Obertan, 26 February 1989,185 cm,183 lbs,2011/2012,Newcastle United,NEW,Right,18,1,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Gabriel Obertan, 26 February 1989,185 cm,183 lbs,2012/2013,Newcastle United,NEW,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Gabriel Obertan, 26 February 1989,185 cm,183 lbs,2014/2015,Newcastle United,NEW,Right,8,1,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Gabriel Obertan, 26 February 1989,185 cm,183 lbs,2015/2016,Newcastle United,NEW,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Gabriel Paulista, 22 November 1990,187 cm,159 lbs,2014/2015,Arsenal,ARS,Right,4,0,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Gabriel Paulista, 22 November 1990,187 cm,159 lbs,2015/2016,Arsenal,ARS,Right,18,1,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Gabriel Tamas, 9 November 1983,187 cm,174 lbs,2011/2012,West Bromwich Albion,WBA,Right,7,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Gabriel Tamas, 9 November 1983,187 cm,174 lbs,2012/2013,West Bromwich Albion,WBA,Right,7,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Gael Givet, 9 October 1981,180 cm,165 lbs,2011/2012,Blackburn Rovers,BLB,Left,21,0,,,,,https://cdn.sofifa.org/1x/18/teams/3.png
Garry Monk, 6 March 1979,182 cm,179 lbs,2011/2012,Swansea City,SWA,Right,14,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Garry Monk, 6 March 1979,182 cm,179 lbs,2012/2013,Swansea City,SWA,Right,10,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gary Caldwell, 12 April 1982,180 cm,163 lbs,2011/2012,Wigan Athletic,WIG,Right,36,3,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Gary Caldwell, 12 April 1982,180 cm,163 lbs,2012/2013,Wigan Athletic,WIG,Right,25,1,,,,,https://cdn.sofifa.org/1x/18/teams/1917.png
Gaston Ramirez, 2 December 1990,182 cm,172 lbs,2012/2013,Southampton,SOU,Left,20,5,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Gaston Ramirez, 2 December 1990,182 cm,172 lbs,2013/2014,Southampton,SOU,Left,3,1,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Gaston Ramirez, 2 December 1990,182 cm,172 lbs,2014/2015,Hull City,HUL,Left,11,1,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
George Elokobi, 31 January 1986,180 cm,212 lbs,2011/2012,Wolverhampton,WOL,Left,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/110.png
George McCartney, 29 April 1981,182 cm,168 lbs,2012/2013,West Ham United,WHU,Left,9,0,,,,,https://cdn.sofifa.org/1x/18/teams/19.png
George McCartney, 29 April 1981,182 cm,168 lbs,2013/2014,West Ham United,WHU,Left,20,0,,,,,https://cdn.sofifa.org/1x/18/teams/19.png
Georgios Karagounis, 6 March 1977,175 cm,163 lbs,2012/2013,Fulham,FUL,Right,20,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Georgios Karagounis, 6 March 1977,175 cm,163 lbs,2013/2014,Fulham,FUL,Right,6,0,,,,,https://cdn.sofifa.org/1x/18/teams/144.png
Gerard Deulofeu, 13 March 1994,177 cm,161 lbs,2013/2014,Everton,EVE,Right,9,3,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Gerard Deulofeu, 13 March 1994,177 cm,161 lbs,2015/2016,Everton,EVE,Right,16,2,,,,,https://cdn.sofifa.org/1x/18/teams/7.png
Gerhard Tremmel, 16 November 1978,190 cm,190 lbs,2011/2012,Swansea City,SWA,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gerhard Tremmel, 16 November 1978,190 cm,190 lbs,2012/2013,Swansea City,SWA,Right,12,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gerhard Tremmel, 16 November 1978,190 cm,190 lbs,2013/2014,Swansea City,SWA,Right,12,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gerhard Tremmel, 16 November 1978,190 cm,190 lbs,2014/2015,Swansea City,SWA,Right,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gervinho, 27 May 1987,177 cm,146 lbs,2011/2012,Arsenal,ARS,Right,19,4,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Gervinho, 27 May 1987,177 cm,146 lbs,2012/2013,Arsenal,ARS,Right,12,5,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Gokhan Inler, 27 June 1984,182 cm,176 lbs,2015/2016,Leicester City,LEI,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/95.png
Goran Popov, 2 October 1984,187 cm,187 lbs,2012/2013,West Bromwich Albion,WBA,Left,10,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Goran Popov, 2 October 1984,187 cm,187 lbs,2013/2014,West Bromwich Albion,WBA,Left,1,0,,,,,https://cdn.sofifa.org/1x/18/teams/109.png
Grant Holt, 12 April 1981,182 cm,174 lbs,2011/2012,Norwich City,NOR,Right,24,15,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Grant Holt, 12 April 1981,182 cm,174 lbs,2012/2013,Norwich City,NOR,Right,28,8,,,,,https://cdn.sofifa.org/1x/18/teams/1792.png
Grant Holt, 12 April 1981,182 cm,174 lbs,2013/2014,Aston Villa,AVL,Right,3,1,,,,,https://cdn.sofifa.org/1x/18/teams/2.png
Graziano Pelle, 15 July 1985,193 cm,185 lbs,2014/2015,Southampton,SOU,Right,37,12,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Graziano Pelle, 15 July 1985,193 cm,185 lbs,2015/2016,Southampton,SOU,Right,23,11,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Gretar Rafn Steinsson, 9 January 1982,187 cm,172 lbs,2011/2012,Bolton Wanderers,BOL,Right,20,1,,,,,https://cdn.sofifa.org/1x/18/teams/4.png
Guilherme Do Prado, 31 December 1981,187 cm,174 lbs,2012/2013,Southampton,SOU,Right,8,0,,,,,https://cdn.sofifa.org/1x/18/teams/17.png
Guillermo Varela, 24 March 1993,170 cm,152 lbs,2015/2016,Manchester United,MUN,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/11.png
Guy Demel, 13 June 1981,187 cm,194 lbs,2012/2013,West Ham United,WHU,Right,28,0,,,,,https://cdn.sofifa.org/1x/18/teams/19.png
Guy Demel, 13 June 1981,187 cm,194 lbs,2013/2014,West Ham United,WHU,Right,30,1,,,,,https://cdn.sofifa.org/1x/18/teams/19.png
Guy Demel, 13 June 1981,187 cm,194 lbs,2014/2015,West Ham United,WHU,Right,3,0,,,,,https://cdn.sofifa.org/1x/18/teams/19.png
Gylfi Sigurdsson, 9 September 1989,185 cm,170 lbs,2012/2013,Tottenham Hotspur,TOT,Right,12,3,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Gylfi Sigurdsson, 9 September 1989,185 cm,170 lbs,2013/2014,Tottenham Hotspur,TOT,Right,14,5,,,,,https://cdn.sofifa.org/1x/18/teams/18.png
Gylfi Sigurdsson, 9 September 1989,185 cm,170 lbs,2011/2012,Swansea City,SWA,Right,17,7,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gylfi Sigurdsson, 9 September 1989,185 cm,170 lbs,2014/2015,Swansea City,SWA,Right,32,7,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Gylfi Sigurdsson, 9 September 1989,185 cm,170 lbs,2015/2016,Swansea City,SWA,Right,32,11,,,,,https://cdn.sofifa.org/1x/18/teams/1960.png
Haris Vuckic, 21 August 1992,185 cm,183 lbs,2011/2012,Newcastle United,NEW,Left,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Hatem Ben Arfa, 7 March 1987,177 cm,163 lbs,2014/2015,Hull City,HUL,Left,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/1952.png
Hatem Ben Arfa, 7 March 1987,177 cm,163 lbs,2011/2012,Newcastle United,NEW,Left,16,5,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Hatem Ben Arfa, 7 March 1987,177 cm,163 lbs,2012/2013,Newcastle United,NEW,Left,16,4,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Hatem Ben Arfa, 7 March 1987,177 cm,163 lbs,2013/2014,Newcastle United,NEW,Left,13,3,,,,,https://cdn.sofifa.org/1x/18/teams/13.png
Hector Bellerin, 19 March 1995,177 cm,163 lbs,2014/2015,Arsenal,ARS,Right,17,2,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Hector Bellerin, 19 March 1995,177 cm,163 lbs,2015/2016,Arsenal,ARS,Right,36,1,,,,,https://cdn.sofifa.org/1x/18/teams/1.png
Heidar Helguson, 22 August 1977,177 cm,172 lbs,2011/2012,Queens Park Rangers,QPR,Right,13,8,,,,,https://cdn.sofifa.org/1x/18/teams/15.png
Henrique Hilario, 21 October 1975,187 cm,194 lbs,2011/2012,Chelsea,CHE,Right,2,0,,,,,https://cdn.sofifa.org/1x/18/teams/5.png
Heurelho Gomes, 15 February 1981,190 cm,181 lbs,2015/2016,Watford,WAT,Right,38,0,,,,,https://cdn.sofifa.org/1x/18/teams/1795.png
Iago Aspas, 1 August 1987,175 cm,148 lbs,2013/2014,Liverpool,LIV,Left,5,0,,,,,https://cdn.sofifa.org/1x/18/teams/9.png
Ian Harte, 31 August 1977,175 cm,172 lbs,2012/2013,Reading,REA,Left,15,0,,,,,https://cdn.sofifa.org/1x/18/teams/1793.png
